,subject,time,state
10381,943,8,1
10382,943,9,1
10383,943,10,1
10384,944,0,0
10385,944,1,0
10386,944,2,0
10387,944,3,0
10388,944,4,0
10389,944,5,0
10390,944,6,0
10391,944,7,0
10392,944,8,0
10393,944,9,0
10394,944,10,0
10395,945,0,0
10396,945,1,1
10397,945,2,1
10398,945,3,0
10399,945,4,1
10400,945,5,0
10401,945,6,0
10402,945,7,1
10403,945,8,1
10404,945,9,0
10405,945,10,1
10406,946,0,0
10407,946,1,0
10408,946,2,0
10409,946,3,0
10410,946,4,0
10411,946,5,0
10412,946,6,0
10413,946,7,0
10414,946,8,0
10415,946,9,0
10416,946,10,0
10417,947,0,0
10418,947,1,0
10419,947,2,0
10420,947,3,0
10421,947,4,0
10422,947,5,0
10423,947,6,0
10424,947,7,0
10425,947,8,0
10426,947,9,0
10427,947,10,0
10428,948,0,0
10429,948,1,0
10430,948,2,0
10431,948,3,0
10432,948,4,1
10433,948,5,1
10434,948,6,1
10435,948,7,1
10436,948,8,1
10437,948,9,1
10438,948,10,1
10439,949,0,0
10440,949,1,1
10441,949,2,0
10442,949,3,1
10443,949,4,0
10444,949,5,1
10445,949,6,0
10446,949,7,1
10447,949,8,0
10448,949,9,1
10449,949,10,0
10450,950,0,0
10451,950,1,1
10452,950,2,0
10453,950,3,1
10454,950,4,0
10455,950,5,0
10456,950,6,1
10457,950,7,0
10458,950,8,1
10459,950,9,0
10460,950,10,1
10461,951,0,0
10462,951,1,0
10463,951,2,1
10464,951,3,1
10465,951,4,2
10466,951,5,1
10467,951,6,1
10468,951,7,1
10469,951,8,2
10470,951,9,1
10471,951,10,1
10472,952,0,0
10473,952,1,1
10474,952,2,1
10475,952,3,1
10476,952,4,0
10477,952,5,1
10478,952,6,0
10479,952,7,1
10480,952,8,0
10481,952,9,0
10482,952,10,1
10483,953,0,0
10484,953,1,1
10485,953,2,0
10486,953,3,1
10487,953,4,0
10488,953,5,0
10489,953,6,1
10490,953,7,0
10491,953,8,1
10492,953,9,0
10493,953,10,1
10494,954,0,0
10495,954,1,0
10496,954,2,0
10497,954,3,0
10498,954,4,0
10499,954,5,0
10500,954,6,0
10501,954,7,0
10502,954,8,0
10503,954,9,0
10504,954,10,0
10505,955,0,0
10506,955,1,0
10507,955,2,0
10508,955,3,0
10509,955,4,0
10510,955,5,0
10511,955,6,0
10512,955,7,0
10513,955,8,0
10514,955,9,0
10515,955,10,0
10516,956,0,0
10517,956,1,0
10518,956,2,0
10519,956,3,0
10520,956,4,0
10521,956,5,0
10522,956,6,0
10523,956,7,0
10524,956,8,0
10525,956,9,0
10526,956,10,0
10527,957,0,0
10528,957,1,0
10529,957,2,0
10530,957,3,0
10531,957,4,0
10532,957,5,0
10533,957,6,0
10534,957,7,0
10535,957,8,0
10536,957,9,0
10537,957,10,0
10538,958,0,0
10539,958,1,0
10540,958,2,0
10541,958,3,0
10542,958,4,0
10543,958,5,0
10544,958,6,0
10545,958,7,0
10546,958,8,0
10547,958,9,0
10548,958,10,0
10549,959,0,0
10550,959,1,1
10551,959,2,0
10552,959,3,1
10553,959,4,0
10554,959,5,1
10555,959,6,0
10556,959,7,1
10557,959,8,0
10558,959,9,1
10559,959,10,0
10560,960,0,0
10561,960,1,0
10562,960,2,1
10563,960,3,0
10564,960,4,1
10565,960,5,0
10566,960,6,0
10567,960,7,1
10568,960,8,0
10569,960,9,0
10570,960,10,0
10571,961,0,0
10572,961,1,0
10573,961,2,0
10574,961,3,0
10575,961,4,0
10576,961,5,0
10577,961,6,0
10578,961,7,0
10579,961,8,1
10580,961,9,0
10581,961,10,0
10582,962,0,0
10583,962,1,0
10584,962,2,0
10585,962,3,0
10586,962,4,0
10587,962,5,0
10588,962,6,0
10589,962,7,0
10590,962,8,0
10591,962,9,0
10592,962,10,0
10593,963,0,0
10594,963,1,0
10595,963,2,0
10596,963,3,0
10597,963,4,0
10598,963,5,0
10599,963,6,0
10600,963,7,0
10601,963,8,0
10602,963,9,0
10603,963,10,0
10604,964,0,0
10605,964,1,1
10606,964,2,0
10607,964,3,0
10608,964,4,1
10609,964,5,0
10610,964,6,1
10611,964,7,0
10612,964,8,0
10613,964,9,1
10614,964,10,0
10615,965,0,0
10616,965,1,0
10617,965,2,0
10618,965,3,0
10619,965,4,0
10620,965,5,0
10621,965,6,0
10622,965,7,0
10623,965,8,0
10624,965,9,0
10625,965,10,0
10626,966,0,0
10627,966,1,0
10628,966,2,0
10629,966,3,0
10630,966,4,0
10631,966,5,0
10632,966,6,0
10633,966,7,0
10634,966,8,0
10635,966,9,0
10636,966,10,0
10637,967,0,0
10638,967,1,0
10639,967,2,0
10640,967,3,0
10641,967,4,0
10642,967,5,0
10643,967,6,0
10644,967,7,0
10645,967,8,0
10646,967,9,0
10647,967,10,0
10648,968,0,0
10649,968,1,1
10650,968,2,2
10651,968,3,1
10652,968,4,2
10653,968,5,1
10654,968,6,2
10655,968,7,1
10656,968,8,0
10657,968,9,1
10658,968,10,2
10659,969,0,0
10660,969,1,0
10661,969,2,0
10662,969,3,0
10663,969,4,0
10664,969,5,0
10665,969,6,0
10666,969,7,0
10667,969,8,0
10668,969,9,0
10669,969,10,0
10670,970,0,0
10671,970,1,1
10672,970,2,2
10673,970,3,1
10674,970,4,2
10675,970,5,1
10676,970,6,2
10677,970,7,1
10678,970,8,2
10679,970,9,1
10680,970,10,2
10681,971,0,0
10682,971,1,0
10683,971,2,0
10684,971,3,0
10685,971,4,0
10686,971,5,0
10687,971,6,0
10688,971,7,0
10689,971,8,0
10690,971,9,0
10691,971,10,0
10692,972,0,0
10693,972,1,0
10694,972,2,0
10695,972,3,0
10696,972,4,0
10697,972,5,0
10698,972,6,0
10699,972,7,0
10700,972,8,0
10701,972,9,0
10702,972,10,0
10703,973,0,0
10704,973,1,0
10705,973,2,0
10706,973,3,0
10707,973,4,0
10708,973,5,0
10709,973,6,0
10710,973,7,0
10711,973,8,0
10712,973,9,0
10713,973,10,0
10714,974,0,0
10715,974,1,0
10716,974,2,0
10717,974,3,1
10718,974,4,1
10719,974,5,1
10720,974,6,0
10721,974,7,0
10722,974,8,0
10723,974,9,0
10724,974,10,0
10725,975,0,0
10726,975,1,0
10727,975,2,0
10728,975,3,0
10729,975,4,0
10730,975,5,0
10731,975,6,0
10732,975,7,0
10733,975,8,1
10734,975,9,0
10735,975,10,0
10736,976,0,0
10737,976,1,0
10738,976,2,0
10739,976,3,0
10740,976,4,0
10741,976,5,0
10742,976,6,0
10743,976,7,0
10744,976,8,0
10745,976,9,0
10746,976,10,0
10747,977,0,0
10748,977,1,0
10749,977,2,0
10750,977,3,0
10751,977,4,0
10752,977,5,0
10753,977,6,0
10754,977,7,0
10755,977,8,0
10756,977,9,0
10757,977,10,0
10758,978,0,0
10759,978,1,0
10760,978,2,0
10761,978,3,0
10762,978,4,0
10763,978,5,0
10764,978,6,0
10765,978,7,0
10766,978,8,1
10767,978,9,1
10768,978,10,0
10769,979,0,0
10770,979,1,1
10771,979,2,1
10772,979,3,1
10773,979,4,0
10774,979,5,0
10775,979,6,1
10776,979,7,1
10777,979,8,0
10778,979,9,1
10779,979,10,0
10780,980,0,0
10781,980,1,0
10782,980,2,0
10783,980,3,0
10784,980,4,0
10785,980,5,0
10786,980,6,0
10787,980,7,0
10788,980,8,0
10789,980,9,0
10790,980,10,0
10791,981,0,0
10792,981,1,0
10793,981,2,0
10794,981,3,0
10795,981,4,0
10796,981,5,0
10797,981,6,1
10798,981,7,0
10799,981,8,0
10800,981,9,0
10801,981,10,1
10802,982,0,0
10803,982,1,0
10804,982,2,0
10805,982,3,0
10806,982,4,0
10807,982,5,0
10808,982,6,0
10809,982,7,1
10810,982,8,0
10811,982,9,0
10812,982,10,0
10813,983,0,0
10814,983,1,0
10815,983,2,0
10816,983,3,0
10817,983,4,0
10818,983,5,0
10819,983,6,0
10820,983,7,0
10821,983,8,0
10822,983,9,0
10823,983,10,0
10824,984,0,0
10825,984,1,0
10826,984,2,0
10827,984,3,0
10828,984,4,0
10829,984,5,0
10830,984,6,0
10831,984,7,0
10832,984,8,0
10833,984,9,0
10834,984,10,0
10835,985,0,0
10836,985,1,0
10837,985,2,0
10838,985,3,0
10839,985,4,0
10840,985,5,0
10841,985,6,0
10842,985,7,0
10843,985,8,0
10844,985,9,0
10845,985,10,0
10846,986,0,0
10847,986,1,1
10848,986,2,0
10849,986,3,0
10850,986,4,0
10851,986,5,0
10852,986,6,0
10853,986,7,0
10854,986,8,0
10855,986,9,0
10856,986,10,0
10857,987,0,0
10858,987,1,0
10859,987,2,0
10860,987,3,0
10861,987,4,0
10862,987,5,0
10863,987,6,0
10864,987,7,0
10865,987,8,0
10866,987,9,0
10867,987,10,0
10868,988,0,0
10869,988,1,0
10870,988,2,0
10871,988,3,0
10872,988,4,1
10873,988,5,1
10874,988,6,1
10875,988,7,0
10876,988,8,0
10877,988,9,0
10878,988,10,0
10879,989,0,0
10880,989,1,0
10881,989,2,0
10882,989,3,0
10883,989,4,0
10884,989,5,0
10885,989,6,0
10886,989,7,0
10887,989,8,0
10888,989,9,0
10889,989,10,0
10890,990,0,0
10891,990,1,0
10892,990,2,0
10893,990,3,0
10894,990,4,0
10895,990,5,0
10896,990,6,0
10897,990,7,0
10898,990,8,0
10899,990,9,0
10900,990,10,0
10901,991,0,0
10902,991,1,0
10903,991,2,0
10904,991,3,0
10905,991,4,0
10906,991,5,0
10907,991,6,0
10908,991,7,0
10909,991,8,0
10910,991,9,0
10911,991,10,0
10912,992,0,0
10913,992,1,1
10914,992,2,2
10915,992,3,1
10916,992,4,2
10917,992,5,1
10918,992,6,2
10919,992,7,1
10920,992,8,0
10921,992,9,0
10922,992,10,1
10923,993,0,0
10924,993,1,0
10925,993,2,0
10926,993,3,0
10927,993,4,0
10928,993,5,1
10929,993,6,0
10930,993,7,0
10931,993,8,0
10932,993,9,0
10933,993,10,0
10934,994,0,0
10935,994,1,0
10936,994,2,0
10937,994,3,0
10938,994,4,0
10939,994,5,0
10940,994,6,0
10941,994,7,0
10942,994,8,0
10943,994,9,0
10944,994,10,0
10945,995,0,0
10946,995,1,1
10947,995,2,0
10948,995,3,1
10949,995,4,2
10950,995,5,1
10951,995,6,2
10952,995,7,1
10953,995,8,2
10954,995,9,1
10955,995,10,2
10956,996,0,0
10957,996,1,1
10958,996,2,1
10959,996,3,1
10960,996,4,2
10961,996,5,1
10962,996,6,2
10963,996,7,1
10964,996,8,2
10965,996,9,1
10966,996,10,2
10967,997,0,0
10968,997,1,0
10969,997,2,0
10970,997,3,0
10971,997,4,0
10972,997,5,0
10973,997,6,0
10974,997,7,0
10975,997,8,0
10976,997,9,0
10977,997,10,0
10978,998,0,0
10979,998,1,0
10980,998,2,0
10981,998,3,0
10982,998,4,0
10983,998,5,0
10984,998,6,0
10985,998,7,0
10986,998,8,0
10987,998,9,0
10988,998,10,0
10989,999,0,0
10990,999,1,0
10991,999,2,1
10992,999,3,1
10993,999,4,1
10994,999,5,1
10995,999,6,0
10996,999,7,1
10997,999,8,1
10998,999,9,1
10999,999,10,1
11000,1000,0,0
11001,1000,1,0
11002,1000,2,0
11003,1000,3,0
11004,1000,4,0
11005,1000,5,0
11006,1000,6,0
11007,1000,7,0
11008,1000,8,0
11009,1000,9,0
11010,1000,10,0
11011,1001,0,0
11012,1001,1,1
11013,1001,2,1
11014,1001,3,1
11015,1001,4,2
11016,1001,5,1
11017,1001,6,2
11018,1001,7,1
11019,1001,8,2
11020,1001,9,1
11021,1001,10,2
11022,1002,0,0
11023,1002,1,0
11024,1002,2,0
11025,1002,3,0
11026,1002,4,0
11027,1002,5,0
11028,1002,6,0
11029,1002,7,0
11030,1002,8,0
11031,1002,9,0
11032,1002,10,0
11033,1003,0,0
11034,1003,1,0
11035,1003,2,0
11036,1003,3,0
11037,1003,4,0
11038,1003,5,0
11039,1003,6,0
11040,1003,7,0
11041,1003,8,0
11042,1003,9,0
11043,1003,10,0
11044,1004,0,0
11045,1004,1,0
11046,1004,2,0
11047,1004,3,0
11048,1004,4,0
11049,1004,5,0
11050,1004,6,0
11051,1004,7,0
11052,1004,8,0
11053,1004,9,0
11054,1004,10,0
11055,1005,0,0
11056,1005,1,0
11057,1005,2,0
11058,1005,3,0
11059,1005,4,0
11060,1005,5,0
11061,1005,6,0
11062,1005,7,0
11063,1005,8,0
11064,1005,9,0
11065,1005,10,0
11066,1006,0,0
11067,1006,1,1
11068,1006,2,0
11069,1006,3,0
11070,1006,4,0
11071,1006,5,0
11072,1006,6,0
11073,1006,7,1
11074,1006,8,1
11075,1006,9,1
11076,1006,10,0
11077,1007,0,0
11078,1007,1,0
11079,1007,2,0
11080,1007,3,0
11081,1007,4,0
11082,1007,5,0
11083,1007,6,0
11084,1007,7,0
11085,1007,8,0
11086,1007,9,1
11087,1007,10,0
11088,1008,0,0
11089,1008,1,0
11090,1008,2,0
11091,1008,3,0
11092,1008,4,0
11093,1008,5,0
11094,1008,6,0
11095,1008,7,0
11096,1008,8,0
11097,1008,9,0
11098,1008,10,1
11099,1009,0,0
11100,1009,1,1
11101,1009,2,0
11102,1009,3,1
11103,1009,4,0
11104,1009,5,1
11105,1009,6,1
11106,1009,7,1
11107,1009,8,0
11108,1009,9,1
11109,1009,10,0
11110,1010,0,0
11111,1010,1,0
11112,1010,2,0
11113,1010,3,0
11114,1010,4,0
11115,1010,5,0
11116,1010,6,0
11117,1010,7,0
11118,1010,8,0
11119,1010,9,0
11120,1010,10,0
11121,1011,0,0
11122,1011,1,0
11123,1011,2,0
11124,1011,3,0
11125,1011,4,0
11126,1011,5,0
11127,1011,6,0
11128,1011,7,0
11129,1011,8,0
11130,1011,9,0
11131,1011,10,0
11132,1012,0,0
11133,1012,1,0
11134,1012,2,0
11135,1012,3,0
11136,1012,4,0
11137,1012,5,0
11138,1012,6,0
11139,1012,7,0
11140,1012,8,0
11141,1012,9,0
11142,1012,10,0
11143,1013,0,0
11144,1013,1,0
11145,1013,2,0
11146,1013,3,0
11147,1013,4,0
11148,1013,5,0
11149,1013,6,0
11150,1013,7,0
11151,1013,8,0
11152,1013,9,0
11153,1013,10,0
11154,1014,0,0
11155,1014,1,0
11156,1014,2,0
11157,1014,3,0
11158,1014,4,0
11159,1014,5,0
11160,1014,6,0
11161,1014,7,0
11162,1014,8,0
11163,1014,9,0
11164,1014,10,0
11165,1015,0,0
11166,1015,1,1
11167,1015,2,0
11168,1015,3,1
11169,1015,4,0
11170,1015,5,1
11171,1015,6,1
11172,1015,7,0
11173,1015,8,1
11174,1015,9,1
11175,1015,10,1
11176,1016,0,0
11177,1016,1,1
11178,1016,2,0
11179,1016,3,1
11180,1016,4,0
11181,1016,5,1
11182,1016,6,0
11183,1016,7,1
11184,1016,8,0
11185,1016,9,1
11186,1016,10,1
11187,1017,0,0
11188,1017,1,1
11189,1017,2,1
11190,1017,3,1
11191,1017,4,1
11192,1017,5,1
11193,1017,6,1
11194,1017,7,1
11195,1017,8,1
11196,1017,9,1
11197,1017,10,1
11198,1018,0,0
11199,1018,1,0
11200,1018,2,0
11201,1018,3,0
11202,1018,4,0
11203,1018,5,0
11204,1018,6,0
11205,1018,7,0
11206,1018,8,0
11207,1018,9,0
11208,1018,10,0
11209,1019,0,0
11210,1019,1,0
11211,1019,2,0
11212,1019,3,0
11213,1019,4,0
11214,1019,5,0
11215,1019,6,0
11216,1019,7,0
11217,1019,8,0
11218,1019,9,0
11219,1019,10,0
11220,1020,0,0
11221,1020,1,0
11222,1020,2,0
11223,1020,3,0
11224,1020,4,0
11225,1020,5,0
11226,1020,6,0
11227,1020,7,0
11228,1020,8,0
11229,1020,9,0
11230,1020,10,0
11231,1021,0,0
11232,1021,1,0
11233,1021,2,0
11234,1021,3,0
11235,1021,4,0
11236,1021,5,0
11237,1021,6,0
11238,1021,7,0
11239,1021,8,0
11240,1021,9,0
11241,1021,10,0
11242,1022,0,0
11243,1022,1,0
11244,1022,2,1
11245,1022,3,1
11246,1022,4,0
11247,1022,5,0
11248,1022,6,1
11249,1022,7,0
11250,1022,8,1
11251,1022,9,0
11252,1022,10,1
11253,1023,0,0
11254,1023,1,0
11255,1023,2,0
11256,1023,3,0
11257,1023,4,0
11258,1023,5,0
11259,1023,6,0
11260,1023,7,0
11261,1023,8,0
11262,1023,9,0
11263,1023,10,0
11264,1024,0,0
11265,1024,1,0
11266,1024,2,0
11267,1024,3,0
11268,1024,4,0
11269,1024,5,0
11270,1024,6,0
11271,1024,7,0
11272,1024,8,0
11273,1024,9,0
11274,1024,10,0
11275,1025,0,0
11276,1025,1,0
11277,1025,2,0
11278,1025,3,1
11279,1025,4,0
11280,1025,5,1
11281,1025,6,0
11282,1025,7,1
11283,1025,8,0
11284,1025,9,1
11285,1025,10,0
11286,1026,0,0
11287,1026,1,0
11288,1026,2,0
11289,1026,3,0
11290,1026,4,0
11291,1026,5,1
11292,1026,6,1
11293,1026,7,1
11294,1026,8,1
11295,1026,9,0
11296,1026,10,1
11297,1027,0,0
11298,1027,1,0
11299,1027,2,0
11300,1027,3,0
11301,1027,4,0
11302,1027,5,0
11303,1027,6,0
11304,1027,7,0
11305,1027,8,0
11306,1027,9,0
11307,1027,10,0
11308,1028,0,0
11309,1028,1,0
11310,1028,2,0
11311,1028,3,0
11312,1028,4,0
11313,1028,5,0
11314,1028,6,0
11315,1028,7,0
11316,1028,8,0
11317,1028,9,1
11318,1028,10,1
11319,1029,0,0
11320,1029,1,0
11321,1029,2,0
11322,1029,3,0
11323,1029,4,0
11324,1029,5,0
11325,1029,6,0
11326,1029,7,0
11327,1029,8,0
11328,1029,9,0
11329,1029,10,0
11330,1030,0,0
11331,1030,1,1
11332,1030,2,0
11333,1030,3,1
11334,1030,4,0
11335,1030,5,1
11336,1030,6,1
11337,1030,7,0
11338,1030,8,1
11339,1030,9,0
11340,1030,10,1
11341,1031,0,0
11342,1031,1,0
11343,1031,2,0
11344,1031,3,0
11345,1031,4,0
11346,1031,5,0
11347,1031,6,0
11348,1031,7,0
11349,1031,8,0
11350,1031,9,0
11351,1031,10,0
11352,1032,0,0
11353,1032,1,0
11354,1032,2,0
11355,1032,3,0
11356,1032,4,0
11357,1032,5,0
11358,1032,6,0
11359,1032,7,0
11360,1032,8,0
11361,1032,9,0
11362,1032,10,0
11363,1033,0,0
11364,1033,1,0
11365,1033,2,0
11366,1033,3,0
11367,1033,4,0
11368,1033,5,0
11369,1033,6,0
11370,1033,7,0
11371,1033,8,0
11372,1033,9,0
11373,1033,10,0
11374,1034,0,0
11375,1034,1,0
11376,1034,2,1
11377,1034,3,0
11378,1034,4,0
11379,1034,5,0
11380,1034,6,0
11381,1034,7,1
11382,1034,8,0
11383,1034,9,0
11384,1034,10,0
11385,1035,0,0
11386,1035,1,0
11387,1035,2,0
11388,1035,3,1
11389,1035,4,0
11390,1035,5,0
11391,1035,6,0
11392,1035,7,0
11393,1035,8,0
11394,1035,9,0
11395,1035,10,0
11396,1036,0,0
11397,1036,1,0
11398,1036,2,1
11399,1036,3,0
11400,1036,4,0
11401,1036,5,0
11402,1036,6,0
11403,1036,7,0
11404,1036,8,0
11405,1036,9,0
11406,1036,10,0
11407,1037,0,0
11408,1037,1,0
11409,1037,2,0
11410,1037,3,0
11411,1037,4,0
11412,1037,5,0
11413,1037,6,0
11414,1037,7,0
11415,1037,8,0
11416,1037,9,0
11417,1037,10,0
11418,1038,0,0
11419,1038,1,0
11420,1038,2,0
11421,1038,3,0
11422,1038,4,0
11423,1038,5,0
11424,1038,6,0
11425,1038,7,0
11426,1038,8,0
11427,1038,9,0
11428,1038,10,0
11429,1039,0,0
11430,1039,1,0
11431,1039,2,0
11432,1039,3,1
11433,1039,4,0
11434,1039,5,0
11435,1039,6,0
11436,1039,7,0
11437,1039,8,0
11438,1039,9,0
11439,1039,10,1
11440,1040,0,0
11441,1040,1,0
11442,1040,2,0
11443,1040,3,0
11444,1040,4,0
11445,1040,5,0
11446,1040,6,0
11447,1040,7,0
11448,1040,8,0
11449,1040,9,0
11450,1040,10,0
11451,1041,0,0
11452,1041,1,0
11453,1041,2,0
11454,1041,3,0
11455,1041,4,0
11456,1041,5,0
11457,1041,6,0
11458,1041,7,0
11459,1041,8,1
11460,1041,9,1
11461,1041,10,0
11462,1042,0,0
11463,1042,1,0
11464,1042,2,0
11465,1042,3,0
11466,1042,4,0
11467,1042,5,0
11468,1042,6,0
11469,1042,7,0
11470,1042,8,0
11471,1042,9,0
11472,1042,10,0
11473,1043,0,0
11474,1043,1,0
11475,1043,2,0
11476,1043,3,0
11477,1043,4,0
11478,1043,5,0
11479,1043,6,0
11480,1043,7,0
11481,1043,8,0
11482,1043,9,0
11483,1043,10,0
11484,1044,0,0
11485,1044,1,1
11486,1044,2,0
11487,1044,3,1
11488,1044,4,0
11489,1044,5,1
11490,1044,6,0
11491,1044,7,1
11492,1044,8,0
11493,1044,9,1
11494,1044,10,0
11495,1045,0,0
11496,1045,1,0
11497,1045,2,0
11498,1045,3,0
11499,1045,4,0
11500,1045,5,0
11501,1045,6,0
11502,1045,7,0
11503,1045,8,0
11504,1045,9,0
11505,1045,10,0
11506,1046,0,0
11507,1046,1,0
11508,1046,2,0
11509,1046,3,0
11510,1046,4,0
11511,1046,5,0
11512,1046,6,0
11513,1046,7,0
11514,1046,8,0
11515,1046,9,0
11516,1046,10,0
11517,1047,0,0
11518,1047,1,1
11519,1047,2,0
11520,1047,3,1
11521,1047,4,0
11522,1047,5,1
11523,1047,6,0
11524,1047,7,1
11525,1047,8,0
11526,1047,9,1
11527,1047,10,0
11528,1048,0,0
11529,1048,1,0
11530,1048,2,0
11531,1048,3,0
11532,1048,4,0
11533,1048,5,0
11534,1048,6,0
11535,1048,7,0
11536,1048,8,0
11537,1048,9,0
11538,1048,10,0
11539,1049,0,0
11540,1049,1,0
11541,1049,2,0
11542,1049,3,0
11543,1049,4,0
11544,1049,5,0
11545,1049,6,0
11546,1049,7,0
11547,1049,8,0
11548,1049,9,0
11549,1049,10,0
11550,1050,0,0
11551,1050,1,0
11552,1050,2,0
11553,1050,3,0
11554,1050,4,0
11555,1050,5,0
11556,1050,6,0
11557,1050,7,0
11558,1050,8,0
11559,1050,9,0
11560,1050,10,0
11561,1051,0,0
11562,1051,1,0
11563,1051,2,1
11564,1051,3,1
11565,1051,4,0
11566,1051,5,0
11567,1051,6,0
11568,1051,7,0
11569,1051,8,0
11570,1051,9,0
11571,1051,10,0
11572,1052,0,0
11573,1052,1,1
11574,1052,2,0
11575,1052,3,1
11576,1052,4,0
11577,1052,5,1
11578,1052,6,0
11579,1052,7,1
11580,1052,8,0
11581,1052,9,1
11582,1052,10,0
11583,1053,0,0
11584,1053,1,1
11585,1053,2,0
11586,1053,3,1
11587,1053,4,1
11588,1053,5,0
11589,1053,6,1
11590,1053,7,1
11591,1053,8,0
11592,1053,9,0
11593,1053,10,1
11594,1054,0,0
11595,1054,1,0
11596,1054,2,0
11597,1054,3,0
11598,1054,4,0
11599,1054,5,0
11600,1054,6,0
11601,1054,7,0
11602,1054,8,0
11603,1054,9,0
11604,1054,10,0
11605,1055,0,0
11606,1055,1,0
11607,1055,2,0
11608,1055,3,0
11609,1055,4,0
11610,1055,5,0
11611,1055,6,0
11612,1055,7,0
11613,1055,8,0
11614,1055,9,0
11615,1055,10,0
11616,1056,0,0
11617,1056,1,0
11618,1056,2,0
11619,1056,3,0
11620,1056,4,0
11621,1056,5,0
11622,1056,6,0
11623,1056,7,0
11624,1056,8,0
11625,1056,9,0
11626,1056,10,0
11627,1057,0,0
11628,1057,1,0
11629,1057,2,0
11630,1057,3,0
11631,1057,4,0
11632,1057,5,0
11633,1057,6,0
11634,1057,7,0
11635,1057,8,0
11636,1057,9,0
11637,1057,10,0
11638,1058,0,0
11639,1058,1,1
11640,1058,2,0
11641,1058,3,1
11642,1058,4,0
11643,1058,5,1
11644,1058,6,0
11645,1058,7,1
11646,1058,8,0
11647,1058,9,1
11648,1058,10,2
11649,1059,0,0
11650,1059,1,0
11651,1059,2,0
11652,1059,3,0
11653,1059,4,0
11654,1059,5,0
11655,1059,6,0
11656,1059,7,0
11657,1059,8,0
11658,1059,9,0
11659,1059,10,0
11660,1060,0,0
11661,1060,1,0
11662,1060,2,0
11663,1060,3,1
11664,1060,4,1
11665,1060,5,1
11666,1060,6,0
11667,1060,7,0
11668,1060,8,0
11669,1060,9,0
11670,1060,10,1
11671,1061,0,0
11672,1061,1,1
11673,1061,2,1
11674,1061,3,0
11675,1061,4,1
11676,1061,5,0
11677,1061,6,1
11678,1061,7,0
11679,1061,8,1
11680,1061,9,0
11681,1061,10,1
11682,1062,0,0
11683,1062,1,0
11684,1062,2,0
11685,1062,3,0
11686,1062,4,0
11687,1062,5,0
11688,1062,6,0
11689,1062,7,0
11690,1062,8,0
11691,1062,9,0
11692,1062,10,0
11693,1063,0,0
11694,1063,1,0
11695,1063,2,0
11696,1063,3,0
11697,1063,4,0
11698,1063,5,0
11699,1063,6,0
11700,1063,7,0
11701,1063,8,0
11702,1063,9,0
11703,1063,10,0
11704,1064,0,0
11705,1064,1,1
11706,1064,2,1
11707,1064,3,1
11708,1064,4,2
11709,1064,5,1
11710,1064,6,2
11711,1064,7,1
11712,1064,8,1
11713,1064,9,2
11714,1064,10,1
11715,1065,0,0
11716,1065,1,1
11717,1065,2,0
11718,1065,3,1
11719,1065,4,0
11720,1065,5,1
11721,1065,6,0
11722,1065,7,1
11723,1065,8,2
11724,1065,9,1
11725,1065,10,0
11726,1066,0,0
11727,1066,1,1
11728,1066,2,0
11729,1066,3,0
11730,1066,4,0
11731,1066,5,0
11732,1066,6,0
11733,1066,7,0
11734,1066,8,0
11735,1066,9,1
11736,1066,10,1
11737,1067,0,0
11738,1067,1,1
11739,1067,2,0
11740,1067,3,1
11741,1067,4,0
11742,1067,5,1
11743,1067,6,0
11744,1067,7,1
11745,1067,8,0
11746,1067,9,0
11747,1067,10,1
11748,1068,0,0
11749,1068,1,0
11750,1068,2,1
11751,1068,3,1
11752,1068,4,1
11753,1068,5,1
11754,1068,6,2
11755,1068,7,3
11756,1068,8,2
11757,1068,9,3
11758,1068,10,2
11759,1069,0,0
11760,1069,1,1
11761,1069,2,0
11762,1069,3,1
11763,1069,4,0
11764,1069,5,1
11765,1069,6,0
11766,1069,7,0
11767,1069,8,1
11768,1069,9,0
11769,1069,10,1
11770,1070,0,0
11771,1070,1,0
11772,1070,2,0
11773,1070,3,0
11774,1070,4,0
11775,1070,5,0
11776,1070,6,0
11777,1070,7,0
11778,1070,8,0
11779,1070,9,0
11780,1070,10,0
11781,1071,0,0
11782,1071,1,0
11783,1071,2,0
11784,1071,3,0
11785,1071,4,0
11786,1071,5,0
11787,1071,6,0
11788,1071,7,0
11789,1071,8,0
11790,1071,9,0
11791,1071,10,0
11792,1072,0,0
11793,1072,1,1
11794,1072,2,0
11795,1072,3,0
11796,1072,4,1
11797,1072,5,0
11798,1072,6,1
11799,1072,7,0
11800,1072,8,1
11801,1072,9,0
11802,1072,10,1
11803,1073,0,0
11804,1073,1,0
11805,1073,2,0
11806,1073,3,0
11807,1073,4,1
11808,1073,5,0
11809,1073,6,0
11810,1073,7,0
11811,1073,8,0
11812,1073,9,0
11813,1073,10,1
11814,1074,0,0
11815,1074,1,0
11816,1074,2,0
11817,1074,3,0
11818,1074,4,0
11819,1074,5,0
11820,1074,6,0
11821,1074,7,0
11822,1074,8,0
11823,1074,9,0
11824,1074,10,0
11825,1075,0,0
11826,1075,1,1
11827,1075,2,1
11828,1075,3,1
11829,1075,4,1
11830,1075,5,1
11831,1075,6,1
11832,1075,7,1
11833,1075,8,1
11834,1075,9,0
11835,1075,10,1
11836,1076,0,0
11837,1076,1,0
11838,1076,2,0
11839,1076,3,0
11840,1076,4,0
11841,1076,5,0
